New Interviewee Case Study Dataset FINAL (2),,,,,,,,,,,,,,,,,,,
Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,Over18,workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,complaintfiled,complaintresolved,complaintyears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Left
44,Male,high,Research & Development,3,Y,1,Travel_Rarely,28,40,1,0,,,13,2,24,20,14,No
44,Female,high,Sales,3,Y,0,Travel_Rarely,28,40,4,0,,,18,4,23,12,11,No
44,Male,medium,Research & Development,2,Y,0,Travel_Rarely,10,40,4,0,,,13,2,9,4,1,No
34,Female,medium,Research & Development,1,Y,0,Travel_Rarely,3,40,2,0,,,12,2,11,11,7,No
24,Female,medium,Research & Development,1,Y,0,Travel_Rarely,17,40,3,0,,,15,3,5,4,3,No
42,Male,high,Research & Development,9,Y,1,Travel_Rarely,6,40,1,0,,,13,2,18,13,5,No
54,Male,high,Research & Development,3,Y,1,Travel_Rarely,3,40,4,1,Y,1,14,3,36,10,0,No
26,Male,low,Research & Development,0,Y,0,Travel_Frequently,6,40,4,0,,,18,4,8,7,7,No
38,Male,medium,Research & Development,7,Y,1,Travel_Frequently,1,40,4,1,N,0,15,3,19,13,2,No
29,Female,low,Research & Development,4,Y,1,Travel_Rarely,28,40,4,0,,,22,5,11,7,1,No
58,Male,low,Research & Development,4,Y,1,Travel_Rarely,2,40,3,0,,,24,5,7,1,0,Yes
35,Male,medium,Sales,1,Y,1,Travel_Rarely,1,40,2,0,,,13,2,10,10,0,No
34,Female,medium,Sales,1,Y,0,Travel_Rarely,15,40,1,0,,,12,2,10,10,9,No
36,Female,medium,Research & Development,9,Y,0,Travel_Rarely,12,40,3,0,,,12,1,7,3,1,No
37,Female,low,Research & Development,1,Y,0,Travel_Rarely,14,40,1,1,Y,1,12,2,18,18,12,No
31,Female,low,Sales,1,Y,0,Travel_Frequently,1,40,3,0,,,12,1,1,1,0,Yes
29,Male,medium,Sales,1,Y,0,Travel_Rarely,5,40,2,1,N,0,13,2,10,10,0,No
54,Female,high,Research & Development,3,Y,1,Travel_Frequently,11,40,4,1,N,1,20,5,26,14,1,No
28,Male,low,Sales,3,Y,0,Travel_Frequently,1,40,3,1,Y,1,15,3,5,3,1,Yes
53,Male,high,Sales,5,Y,1,Travel_Rarely,8,40,4,0,,,14,3,28,2,2,No
32,Female,medium,Research & Development,1,Y,0,Travel_Frequently,16,40,1,0,,,22,5,10,10,6,Yes
58,Male,high,Research & Development,7,Y,0,Travel_Rarely,2,40,2,0,,,12,2,40,31,13,Yes
31,Male,medium,Research & Development,3,Y,1,Travel_Rarely,7,40,4,0,,,22,5,10,7,1,No
58,Female,high,Research & Development,2,Y,0,Travel_Rarely,5,40,2,0,,,13,2,24,6,0,No
43,Female,low,Research & Development,1,Y,0,Travel_Rarely,2,40,3,0,,,12,1,6,5,1,No
47,Female,high,Research & Development,1,Y,1,Travel_Rarely,2,40,4,0,,,11,1,26,26,3,No
35,Male,high,Research & Development,3,Y,0,Travel_Rarely,7,40,3,0,,,21,5,17,8,1,No
25,Male,medium,Sales,1,Y,0,Travel_Rarely,5,40,3,1,N,4,11,1,6,6,0,Yes
31,Male,medium,Research & Development,1,Y,0,Travel_Rarely,22,40,3,0,,,15,3,10,10,6,Yes
32,Female,medium,Research & Development,3,Y,1,Travel_Rarely,5,40,2,0,,,12,2,12,7,2,No
46,Male,medium,Research & Development,6,Y,0,Travel_Rarely,13,40,2,0,,,14,3,19,10,0,No
38,Female,medium,Sales,0,Y,0,Travel_Rarely,7,40,4,1,N,1,20,5,8,7,0,No
43,Male,medium,Research & Development,5,Y,0,Travel_Rarely,27,40,2,0,,,12,1,8,6,0,No
34,Male,high,Sales,2,Y,1,Travel_Rarely,4,40,4,1,Y,2,13,2,9,5,1,No
43,Male,high,Research & Development,1,Y,1,Travel_Rarely,12,40,2,1,Y,2,11,1,25,25,3,No
30,Male,medium,Research & Development,1,Y,0,Travel_Rarely,1,40,4,1,Y,2,12,1,10,10,3,No
36,Male,medium,Sales,1,Y,1,Travel_Rarely,2,40,3,1,Y,1,13,2,10,10,9,No
36,Male,low,Research & Development,1,Y,0,Travel_Rarely,6,40,3,0,,,14,3,7,7,1,No
28,Male,low,Research & Development,1,Y,1,Travel_Frequently,1,40,2,0,,,15,3,1,1,0,Yes
35,Male,medium,Sales,0,Y,1,Travel_Rarely,18,40,1,0,,,16,3,6,5,0,No
34,Male,low,Research & Development,1,Y,1,Travel_Rarely,1,40,4,0,,,12,1,10,10,8,No
35,Female,medium,Research & Development,1,Y,0,Travel_Rarely,21,40,4,0,,,25,5,10,10,0,No
55,Male,low,Research & Development,8,Y,0,Travel_Rarely,2,40,4,0,,,20,5,19,5,0,No
41,Male,low,Research & Development,4,Y,1,Travel_Rarely,14,40,3,0,,,12,1,13,9,1,No
28,Male,low,Human Resources,1,Y,0,Non-Travel,1,40,4,1,N,3,15,3,3,3,2,No
52,Female,high,Research & Development,3,Y,1,Travel_Frequently,25,40,4,0,,,22,5,31,9,0,No
39,Male,medium,Sales,3,Y,0,Travel_Rarely,21,40,4,0,,,12,1,8,5,1,No
31,Male,low,Research & Development,0,Y,1,Travel_Rarely,2,40,4,0,,,18,4,3,2,2,No
26,Male,low,Research & Development,1,Y,1,Travel_Rarely,17,40,3,1,N,2,15,3,3,3,0,No
46,Male,high,Research & Development,9,Y,0,Travel_Rarely,1,40,4,0,,,17,4,23,2,2,No
49,Male,high,Research & Development,2,Y,0,Travel_Rarely,4,40,3,0,,,13,2,23,1,0,No
58,Male,medium,Research & Development,2,Y,0,Non-Travel,1,40,3,1,Y,1,13,2,12,5,1,No
29,Male,medium,Research & Development,0,Y,0,Travel_Rarely,9,40,4,0,,,17,4,4,3,2,No
20,Male,low,Sales,1,Y,1,Travel_Rarely,21,40,4,0,,,17,4,2,2,2,No
42,Female,high,Research & Development,3,Y,1,Travel_Frequently,26,40,1,0,,,17,4,20,1,0,No
36,Male,low,Research & Development,4,Y,1,Travel_Frequently,23,40,4,0,,,17,4,17,5,0,No
35,Female,high,Research & Development,1,Y,0,Travel_Rarely,9,40,3,1,Y,1,20,5,17,17,5,No
56,Female,medium,Sales,4,Y,0,Travel_Rarely,11,40,1,0,,,16,3,6,0,0,No
47,Female,medium,Sales,0,Y,1,Travel_Rarely,2,40,4,0,,,22,5,8,7,7,No
52,Male,high,Sales,1,Y,0,Travel_Rarely,3,40,1,0,,,11,1,34,34,1,No
30,Male,medium,Research & Development,3,Y,0,Travel_Rarely,1,40,3,0,,,21,5,7,2,0,No
55,Female,high,Research & Development,2,Y,1,Travel_Rarely,2,40,4,0,,,13,2,30,5,1,No
35,Male,high,Research & Development,2,Y,0,Non-Travel,11,40,1,0,,,13,2,10,4,2,No
35,Male,low,Research & Development,4,Y,0,Travel_Frequently,1,40,1,1,Y,1,13,2,5,3,1,No
45,Male,medium,Sales,0,Y,0,Travel_Rarely,2,40,3,0,,,13,2,9,8,3,No
30,Male,low,Research & Development,1,Y,1,Travel_Rarely,7,40,3,0,,,13,2,10,10,8,No
34,Female,medium,Sales,9,Y,1,Non-Travel,4,40,3,0,,,15,3,6,3,1,No
28,Male,low,Research & Development,2,Y,0,Travel_Rarely,2,40,3,0,,,11,1,5,0,0,Yes
34,Male,medium,Sales,8,Y,1,Non-Travel,19,40,4,0,,,13,2,9,5,0,Yes
28,Male,low,Research & Development,5,Y,1,Travel_Rarely,24,40,3,0,,,14,3,6,4,0,Yes
33,Male,low,Research & Development,6,Y,1,Travel_Rarely,8,40,1,0,,,19,4,14,10,7,No
35,Male,low,Research & Development,1,Y,0,Travel_Rarely,28,40,3,0,,,17,4,10,10,6,No
34,Male,medium,Sales,1,Y,1,Travel_Rarely,2,40,4,0,,,22,5,6,6,1,No
27,Female,low,Research & Development,1,Y,0,Travel_Rarely,5,40,2,0,,,12,1,4,4,1,No
29,Male,medium,Sales,9,Y,0,Travel_Rarely,10,40,3,0,,,11,1,8,5,1,No
32,Male,high,Research & Development,8,Y,1,Travel_Rarely,5,40,4,0,,,24,5,8,1,0,No
37,Male,medium,Sales,1,Y,1,Non-Travel,19,40,2,0,,,13,2,10,10,0,No
31,Male,low,Research & Development,1,Y,1,Travel_Frequently,15,40,3,1,Y,2,12,2,2,2,2,Yes
47,Male,medium,Research & Development,8,Y,0,Non-Travel,14,40,2,0,,,18,4,16,8,1,No
46,Male,high,Sales,1,Y,1,Travel_Rarely,9,40,4,0,,,16,4,9,9,4,Yes
35,Male,low,Research & Development,1,Y,0,Travel_Rarely,8,40,4,0,,,19,5,1,1,0,No
42,Male,medium,Research & Development,1,Y,1,Travel_Rarely,24,40,1,1,Y,1,21,5,10,10,5,No
27,Female,low,Research & Development,0,Y,0,Travel_Frequently,5,40,4,0,,,14,3,6,5,0,No
60,Female,high,Sales,4,Y,0,Travel_Frequently,28,40,1,1,Y,2,19,5,22,18,13,No
42,Male,high,Research & Development,0,Y,1,Travel_Rarely,2,40,1,0,,,17,4,23,22,13,No
25,Male,low,Sales,1,Y,1,Travel_Frequently,24,40,4,0,,,14,2,1,1,1,Yes
25,Male,medium,Sales,0,Y,1,Travel_Rarely,10,40,4,0,,,14,3,5,4,1,No
28,Male,low,Research & Development,1,Y,1,Travel_Rarely,24,40,2,0,,,17,4,1,1,0,Yes
39,Male,medium,Research & Development,1,Y,1,Travel_Rarely,9,40,1,0,,,25,5,10,10,7,No
29,Male,low,Research & Development,1,Y,0,Travel_Rarely,18,40,4,1,N,,13,2,4,4,0,Yes
35,Male,high,Research & Development,3,Y,0,Travel_Rarely,25,40,2,0,,,16,4,16,13,4,No
45,Female,medium,Research & Development,4,Y,0,Travel_Rarely,7,40,3,1,Y,2,19,5,7,3,0,No
23,Male,low,Research & Development,1,Y,0,Travel_Rarely,1,40,3,0,,,22,5,1,1,0,No
37,Male,high,Research & Development,1,Y,1,Travel_Frequently,11,40,4,0,,,14,3,10,10,0,No
36,Male,medium,Human Resources,1,Y,0,Travel_Frequently,2,40,4,0,,,21,5,10,10,0,No
25,Male,medium,Sales,1,Y,0,Travel_Rarely,4,40,1,0,,,12,1,5,5,0,No
37,Female,medium,Research & Development,6,Y,1,Travel_Rarely,1,40,2,0,,,12,1,8,6,4,No
28,Male,medium,Research & Development,0,Y,1,Travel_Rarely,16,40,1,0,,,19,4,9,8,0,No
38,Female,high,Research & Development,3,Y,1,Travel_Rarely,10,40,3,0,,,12,2,20,18,1,No
50,Female,high,Research & Development,2,Y,0,Travel_Frequently,2,40,1,1,N,,22,5,32,2,2,No
33,Female,high,Research & Development,6,Y,1,Travel_Frequently,5,40,2,0,,,11,1,12,10,8,No
40,Female,medium,Sales,7,Y,0,Travel_Rarely,2,40,2,1,Y,1,12,1,8,5,1,No
21,Male,low,Sales,1,Y,1,Non-Travel,9,40,4,1,Y,0,24,5,3,3,2,No
54,Female,medium,Research & Development,3,Y,0,Travel_Frequently,20,40,3,0,,,12,2,20,4,0,No
34,Male,high,Sales,1,Y,0,Travel_Rarely,13,40,3,0,,,18,4,9,8,1,No
30,Female,low,Human Resources,6,Y,0,Travel_Frequently,8,40,4,0,,,11,1,6,4,1,Yes
45,Male,medium,Research & Development,1,Y,0,Non-Travel,23,40,1,0,,,15,3,9,9,0,No
28,Male,low,Research & Development,1,Y,0,Non-Travel,16,40,3,0,,,14,3,5,5,1,No
34,Male,medium,Sales,1,Y,0,Non-Travel,10,40,3,0,,,14,3,15,15,0,No
48,Male,high,Research & Development,7,Y,0,Travel_Rarely,4,40,3,0,,,14,3,27,15,4,No
34,Male,low,Research & Development,1,Y,1,Non-Travel,16,40,1,0,,,23,5,5,5,3,Yes
25,Female,low,Research & Development,1,Y,1,Travel_Rarely,1,40,2,1,Y,2,18,4,2,2,2,No
38,Female,medium,Sales,2,Y,0,Travel_Rarely,2,40,4,0,,,20,5,20,4,0,No
26,Female,low,Research & Development,1,Y,0,Travel_Frequently,5,40,3,0,,,14,3,8,8,1,Yes
34,Male,medium,Research & Development,4,Y,1,Travel_Rarely,29,40,3,0,,,13,2,10,8,7,No
34,Female,medium,Research & Development,1,Y,1,Travel_Rarely,2,40,4,0,,,11,1,14,14,4,No
40,Female,high,Research & Development,1,Y,0,Travel_Rarely,15,40,3,0,,,13,2,18,18,14,No
24,Male,medium,Research & Development,1,Y,0,Travel_Rarely,9,40,3,0,,,16,3,5,5,0,No
36,Male,low,Research & Development,0,Y,1,Travel_Rarely,6,40,4,1,Y,0,11,1,16,15,10,No
38,Female,medium,Research & Development,4,Y,1,Travel_Rarely,1,40,3,0,,,14,3,10,1,0,No
46,Male,medium,Research & Development,2,Y,0,Travel_Rarely,2,40,4,0,,,11,1,12,6,1,No
30,Female,medium,Sales,0,Y,0,Travel_Rarely,12,40,3,1,N,0,11,1,6,5,4,No
31,Male,medium,Sales,2,Y,1,Travel_Rarely,13,40,1,0,,,17,4,9,3,1,Yes
50,Female,high,Research & Development,5,Y,1,Travel_Rarely,7,40,3,1,N,0,12,2,29,27,13,No
25,Male,medium,Research & Development,1,Y,1,Travel_Rarely,4,40,4,1,Y,0,15,3,7,7,5,Yes
36,Male,medium,Research & Development,4,Y,1,Travel_Frequently,18,40,4,0,,,18,4,4,1,0,No
46,Female,high,Sales,2,Y,0,Travel_Rarely,4,40,2,0,,,14,2,26,11,0,No
35,Female,high,Human Resources,1,Y,0,Travel_Rarely,26,40,4,0,,,16,3,9,9,1,No
29,Male,medium,Research & Development,1,Y,1,Travel_Rarely,3,40,1,0,,,18,4,10,10,1,No
40,Male,low,Research & Development,8,Y,1,Travel_Rarely,1,40,4,0,,,19,4,8,1,0,No
49,Female,high,Research & Development,2,Y,1,Travel_Rarely,6,40,3,0,,,19,5,30,15,2,No
32,Male,medium,Research & Development,1,Y,1,Travel_Frequently,24,40,4,1,Y,0,15,3,10,10,4,No
42,Female,low,Research & Development,6,Y,0,Travel_Rarely,7,40,2,0,,,16,3,18,1,0,No
36,Female,high,Research & Development,1,Y,1,Travel_Rarely,8,40,3,0,,,13,2,17,17,12,No
28,Female,low,Research & Development,1,Y,0,Travel_Rarely,8,40,4,0,,,21,5,5,5,0,No
37,Male,medium,Research & Development,1,Y,1,Travel_Rarely,1,40,3,0,,,18,4,7,7,0,No
45,Male,low,Research & Development,4,Y,0,Travel_Rarely,28,40,4,1,Y,2,20,5,8,5,0,No
25,Male,medium,Research & Development,3,Y,0,Travel_Rarely,19,40,4,0,,,11,1,7,3,1,No
29,Male,medium,Sales,2,Y,0,Travel_Rarely,20,40,4,0,,,14,3,10,3,0,No
18,Male,low,Research & Development,1,Y,1,Non-Travel,5,40,4,0,,,15,3,0,0,0,No
42,Male,medium,Research & Development,3,Y,1,Travel_Rarely,2,40,4,0,,,23,5,14,1,0,No
40,Male,high,Research & Development,0,Y,0,Travel_Rarely,2,40,3,0,,,19,4,22,21,3,No
34,Male,medium,Research & Development,1,Y,0,Travel_Frequently,10,40,3,0,,,17,4,5,5,2,No
33,Male,medium,Human Resources,1,Y,0,Travel_Rarely,2,40,3,0,,,13,2,5,5,1,No
41,Male,medium,Sales,1,Y,0,Travel_Rarely,1,40,1,0,,,16,3,10,10,0,No
32,Female,medium,Research & Development,4,Y,0,Travel_Frequently,2,40,3,0,,,14,2,10,8,0,No
33,Male,medium,Sales,2,Y,1,Travel_Rarely,8,40,1,0,,,13,2,8,2,2,No
38,Male,medium,Sales,8,Y,0,Travel_Rarely,3,40,4,1,N,,12,1,19,1,0,No
50,Male,high,Research & Development,6,Y,0,Travel_Rarely,10,40,4,0,,,15,3,20,4,1,No
30,Male,low,Sales,1,Y,1,Travel_Rarely,9,40,4,0,,,13,2,1,1,0,Yes
26,Male,low,Research & Development,6,Y,1,Travel_Frequently,2,40,1,1,Y,0,14,3,6,3,1,Yes
42,Male,medium,Research & Development,6,Y,1,Travel_Rarely,18,40,1,0,,,17,4,9,4,1,No
44,Male,low,Research & Development,1,Y,1,Travel_Rarely,9,40,1,0,,,13,2,8,8,7,No
36,Female,medium,Sales,6,Y,1,Travel_Rarely,1,40,3,0,,,13,2,15,1,0,No
23,Male,low,Research & Development,1,Y,0,Travel_Rarely,26,40,4,1,N,1,12,2,4,4,0,No
41,Male,low,Research & Development,1,Y,0,Travel_Rarely,9,40,1,0,,,20,5,5,5,0,No
48,Female,high,Research & Development,7,Y,0,Travel_Rarely,1,40,1,1,N,2,11,1,21,3,0,No
36,Female,medium,Sales,1,Y,1,Travel_Rarely,10,40,3,0,,,13,2,10,10,1,No
40,Male,medium,Research & Development,9,Y,1,Non-Travel,9,40,4,0,,,14,2,5,3,0,No
31,Male,high,Research & Development,1,Y,1,Travel_Rarely,9,40,2,0,,,25,5,13,13,0,No
40,Female,medium,Sales,7,Y,1,Travel_Rarely,10,40,2,0,,,12,1,7,5,1,No
34,Male,low,Research & Development,0,Y,0,Travel_Rarely,19,40,4,0,,,11,1,3,2,1,No
26,Male,medium,Research & Development,1,Y,0,Travel_Rarely,2,40,4,0,,,12,2,8,8,1,No
37,Female,low,Research & Development,0,Y,1,Travel_Rarely,10,40,1,0,,,13,2,6,5,4,No
23,Male,low,Sales,3,Y,0,Travel_Rarely,2,40,1,0,,,13,2,3,0,0,No
40,Male,high,Sales,7,Y,0,Travel_Rarely,4,40,4,0,,,11,1,15,12,2,No
24,Male,low,Research & Development,0,Y,1,Travel_Rarely,18,40,3,0,,,12,1,6,5,1,No
35,Female,low,Research & Development,1,Y,0,Travel_Rarely,1,40,4,1,Y,2,12,2,4,4,1,No
33,Male,medium,Sales,1,Y,0,Travel_Rarely,2,40,4,0,,,14,2,6,6,0,No
19,Female,low,Research & Development,1,Y,0,Travel_Rarely,3,40,2,0,,,14,3,1,1,0,No
38,Female,medium,Sales,1,Y,1,Non-Travel,10,40,4,1,Y,1,13,2,6,5,1,No
54,Female,medium,Sales,2,Y,0,Travel_Rarely,3,40,1,0,,,14,3,16,6,0,No
43,Male,high,Sales,5,Y,0,Travel_Rarely,25,40,4,0,,,13,2,18,1,0,No
54,Female,high,Research & Development,6,Y,1,Travel_Rarely,1,40,4,0,,,19,4,29,20,12,No
42,Female,low,Research & Development,0,Y,1,Travel_Rarely,2,40,1,0,,,11,1,10,9,7,No
29,Female,medium,Sales,1,Y,0,Travel_Rarely,3,40,3,0,,,14,3,6,6,1,No
24,Male,low,Research & Development,1,Y,0,Non-Travel,9,40,2,0,,,11,1,1,1,0,No
43,Female,high,Research & Development,8,Y,1,Travel_Frequently,27,40,1,0,,,11,1,18,8,0,No
36,Male,medium,Research & Development,3,Y,1,Travel_Frequently,6,40,1,0,,,13,2,9,3,0,No
19,Female,low,Sales,0,Y,1,Travel_Frequently,1,40,1,0,,,21,5,1,0,0,Yes
38,Female,medium,Sales,2,Y,0,Travel_Rarely,16,40,2,1,Y,0,12,1,8,3,1,No
35,Male,medium,Sales,3,Y,0,Travel_Frequently,12,40,4,0,,,24,5,13,11,6,Yes
50,Female,high,Sales,3,Y,0,Travel_Rarely,1,40,4,0,,,11,1,32,7,0,No
36,Female,medium,Research & Development,4,Y,1,Travel_Rarely,5,40,1,1,Y,0,12,2,9,3,0,No
25,Male,medium,Sales,3,Y,1,Travel_Rarely,9,40,1,0,,,12,2,6,3,2,Yes
24,Female,medium,Sales,1,Y,0,Travel_Rarely,10,40,3,0,,,12,2,5,5,0,No
58,Male,high,Research & Development,2,Y,0,Travel_Frequently,15,40,3,1,N,1,14,3,23,2,2,No
45,Female,high,Research & Development,1,Y,1,Travel_Rarely,28,40,2,0,,,11,1,21,21,8,No
32,Female,low,Research & Development,1,Y,0,Travel_Rarely,2,40,2,0,,,13,2,8,8,0,No
37,Female,medium,Research & Development,7,Y,1,Travel_Rarely,25,40,4,0,,,13,2,9,6,1,No
35,Male,medium,Sales,6,Y,0,Travel_Rarely,15,40,4,0,,,14,3,7,2,2,Yes
39,Female,medium,Research & Development,1,Y,0,Travel_Rarely,2,40,3,0,,,11,1,20,20,11,No
35,Female,low,Sales,1,Y,0,Travel_Rarely,8,40,4,0,,,16,4,3,3,0,No
50,Male,high,Human Resources,1,Y,0,Travel_Frequently,3,40,2,0,,,11,1,32,32,10,No
41,Male,low,Research & Development,2,Y,0,Travel_Rarely,19,40,1,0,,,16,3,17,1,0,No
41,Male,medium,Research & Development,6,Y,1,Travel_Rarely,6,40,2,0,,,15,3,8,5,1,No
36,Male,medium,Sales,1,Y,0,Travel_Rarely,1,40,4,0,,,14,3,18,18,4,No
42,Male,high,Research & Development,1,Y,1,Travel_Frequently,8,40,4,0,,,13,2,24,24,14,No
45,Male,high,Research & Development,9,Y,1,Non-Travel,2,40,4,0,,,23,5,22,20,11,No
30,Male,low,Research & Development,0,Y,1,Travel_Rarely,2,40,4,0,,,13,2,6,5,1,No
28,Female,high,Sales,3,Y,0,Travel_Rarely,13,40,3,0,,,11,1,6,2,2,Yes
21,Female,low,Sales,1,Y,0,Travel_Rarely,12,40,2,0,,,15,3,1,1,0,Yes
29,Female,low,Research & Development,1,Y,1,Travel_Rarely,1,40,1,0,,,11,1,1,1,0,Yes
39,Male,low,Sales,3,Y,0,Travel_Rarely,5,40,4,0,,,14,3,19,1,0,Yes
54,Female,medium,Research & Development,7,Y,0,Travel_Rarely,8,40,3,0,,,11,1,19,1,0,No
29,Male,medium,Research & Development,1,Y,0,Travel_Rarely,8,40,4,0,,,15,3,10,10,1,No
38,Male,medium,Sales,3,Y,1,Non-Travel,2,40,4,1,Y,0,18,4,13,8,7,No
28,Male,medium,Sales,1,Y,0,Non-Travel,4,40,3,0,,,15,3,5,5,0,No
21,Male,low,Research & Development,1,Y,1,Travel_Rarely,3,40,3,0,,,17,4,3,3,1,No
55,Male,high,Sales,3,Y,1,Travel_Rarely,1,40,4,0,,,14,3,24,1,1,No
19,Male,low,Research & Development,1,Y,0,Travel_Rarely,2,40,4,1,N,,22,5,1,1,1,Yes
23,Male,low,Research & Development,1,Y,0,Travel_Rarely,12,40,4,0,,,13,2,5,5,1,No
40,Female,medium,Research & Development,2,Y,1,Travel_Rarely,12,40,1,1,Y,0,12,1,15,7,7,No
24,Female,low,Sales,1,Y,0,Travel_Rarely,1,40,2,0,,,16,3,6,5,1,Yes
33,Female,medium,Sales,0,Y,0,Travel_Frequently,7,40,2,0,,,17,4,4,3,0,No
52,Male,high,Sales,1,Y,0,Non-Travel,2,40,3,0,,,18,4,33,33,15,No
35,Male,high,Sales,3,Y,0,Travel_Rarely,17,40,1,1,N,3,15,3,15,7,1,No
33,Female,low,Research & Development,7,Y,1,Travel_Rarely,2,40,1,1,N,4,20,5,13,9,1,Yes
41,Male,medium,Research & Development,3,Y,0,Travel_Rarely,12,40,4,0,,,11,1,6,1,0,No
52,Male,high,Research & Development,0,Y,1,Travel_Rarely,1,40,3,0,,,14,3,34,33,11,No
28,Female,low,Research & Development,1,Y,1,Travel_Rarely,12,40,4,1,Y,0,11,1,1,1,0,Yes
18,Male,low,Research & Development,1,Y,1,Non-Travel,8,40,3,0,,,12,1,0,0,0,Yes
42,Male,low,Research & Development,8,Y,1,Travel_Rarely,12,40,2,0,,,22,5,7,5,0,No
45,Male,high,Research & Development,0,Y,0,Travel_Rarely,20,40,4,1,N,1,14,3,21,20,4,No
36,Female,high,Sales,0,Y,0,Travel_Frequently,11,40,4,0,,,14,3,10,9,2,No
31,Male,low,Sales,0,Y,1,Travel_Frequently,20,40,4,0,,,12,1,3,2,2,No
38,Female,medium,Research & Development,3,Y,1,Travel_Rarely,3,40,3,0,,,20,5,19,3,2,No
36,Male,medium,Sales,2,Y,1,Travel_Rarely,17,40,2,0,,,16,4,12,4,1,No
38,Female,medium,Research & Development,6,Y,0,Travel_Frequently,2,40,1,0,,,12,1,17,15,4,No
25,Female,medium,Sales,1,Y,1,Travel_Rarely,26,40,4,1,Y,1,23,5,6,6,1,No
27,Female,medium,Sales,1,Y,1,Travel_Rarely,8,40,2,0,,,18,4,8,8,0,No
26,Female,low,Sales,0,Y,0,Travel_Rarely,5,40,3,0,,,18,4,5,4,0,No
32,Male,medium,Sales,8,Y,1,Travel_Frequently,10,40,4,0,,,13,2,4,0,0,No
41,Male,high,Sales,1,Y,1,Travel_Frequently,4,40,2,0,,,18,4,8,8,7,Yes
27,Male,low,Research & Development,1,Y,0,Travel_Rarely,2,40,2,0,,,11,1,6,5,1,No
33,Female,high,Research & Development,4,Y,0,Travel_Rarely,1,40,3,0,,,19,4,10,6,0,No
43,Male,low,Research & Development,4,Y,0,Non-Travel,7,40,4,1,Y,0,14,3,7,5,2,No
48,Male,medium,Sales,3,Y,0,Travel_Rarely,2,40,2,0,,,12,2,12,2,2,No
45,Male,high,Research & Development,0,Y,1,Travel_Rarely,1,40,4,0,,,11,1,25,24,1,No
32,Male,medium,Research & Development,1,Y,1,Travel_Rarely,7,40,3,0,,,18,4,10,10,1,Yes
38,Male,medium,Research & Development,3,Y,0,Travel_Rarely,18,40,4,0,,,16,3,15,1,1,No
41,Female,low,Research & Development,4,Y,1,Travel_Rarely,2,40,4,0,,,13,2,10,7,1,Yes
40,Male,high,Sales,2,Y,0,Travel_Rarely,25,40,2,0,,,12,1,9,5,1,Yes
36,Male,medium,Research & Development,6,Y,1,Travel_Rarely,3,40,1,0,,,20,5,13,5,0,No
33,Female,low,Sales,0,Y,0,Non-Travel,8,40,4,0,,,19,4,3,2,2,No
29,Male,medium,Research & Development,4,Y,1,Travel_Rarely,13,40,2,0,,,13,2,10,4,0,No
55,Female,high,Sales,3,Y,0,Travel_Rarely,18,40,2,0,,,23,5,37,10,7,No
31,Male,medium,Research & Development,1,Y,1,Travel_Rarely,11,40,1,0,,,12,1,6,6,0,No
50,Male,high,Sales,4,Y,0,Travel_Rarely,9,40,3,0,,,16,3,27,1,0,No
59,Male,low,Human Resources,8,Y,0,Travel_Rarely,6,40,3,0,,,17,4,7,2,2,No
30,Female,medium,Sales,7,Y,1,Non-Travel,25,40,3,0,,,12,1,4,2,2,No
31,Male,medium,Research & Development,0,Y,1,Travel_Rarely,5,40,4,0,,,12,1,6,5,0,No
45,Male,medium,Research & Development,1,Y,1,Travel_Rarely,1,40,2,1,Y,0,12,1,10,10,7,No
34,Male,medium,Research & Development,2,Y,1,Travel_Rarely,8,40,3,0,,,12,2,6,4,1,No
44,Female,medium,Sales,5,Y,1,Travel_Rarely,1,40,1,0,,,21,5,9,4,1,No
43,Male,low,Research & Development,7,Y,1,Travel_Frequently,21,40,4,0,,,20,5,8,3,1,No
38,Female,medium,Research & Development,7,Y,1,Non-Travel,6,40,4,1,Y,0,12,1,17,13,1,No
25,Female,medium,Sales,0,Y,1,Travel_Rarely,8,40,3,1,Y,1,22,5,6,5,0,No
40,Male,high,Sales,1,Y,1,Travel_Rarely,7,40,2,1,N,1,14,3,21,21,12,No
18,Female,low,Sales,1,Y,1,Travel_Frequently,3,40,4,1,N,,12,1,0,0,0,Yes
41,Male,medium,Sales,7,Y,0,Non-Travel,10,40,4,1,Y,2,14,3,16,14,1,No
40,Male,medium,Research & Development,8,Y,1,Travel_Frequently,9,40,2,0,,,14,3,3,1,0,No
56,Male,medium,Research & Development,1,Y,1,Non-Travel,1,40,3,0,,,21,5,13,13,1,No
31,Male,low,Sales,3,Y,0,Travel_Rarely,7,40,3,0,,,15,3,13,7,5,No
45,Male,medium,Research & Development,1,Y,0,Non-Travel,4,40,2,0,,,12,1,9,9,0,No
34,Male,medium,Research & Development,0,Y,1,Travel_Frequently,1,40,1,1,Y,0,20,5,14,13,4,No
41,Male,high,Sales,1,Y,1,Travel_Rarely,6,40,3,0,,,12,2,10,10,8,No
27,Male,low,Sales,0,Y,0,Travel_Rarely,2,40,1,0,,,11,1,5,4,0,Yes
